NumIters Seconds LearningRate loss
5150.0 4797.488882 1e-05 0.0717893
5200.0 4840.212935 1e-05 0.101066
5250.0 4882.933275 1e-05 0.117829
5300.0 4925.67729 1e-05 0.114756
5350.0 4968.388436 1e-05 0.121791
5400.0 5011.111945 1e-05 0.105833
5450.0 5053.82753 1e-05 0.130046
5500.0 5096.531034 1e-05 0.183241
5550.0 5139.236698 1e-05 0.122048
5600.0 5181.979406 1e-05 0.0766196
5650.0 5224.704386 1e-05 0.0695912
5700.0 5267.426992 1e-05 0.114993
5750.0 5310.161969 1e-05 0.140017
5800.0 5352.883082 1e-05 0.0882217
5850.0 5395.61657 1e-05 0.165162
5900.0 5438.333537 1e-05 0.130628
5950.0 5481.032166 1e-05 0.130681
6000.0 5580.825341 1e-05 0.109518
6050.0 5623.562992 1e-05 0.125726
6100.0 5666.283569 1e-05 0.100207
6150.0 5709.004385 1e-05 0.146899
6200.0 5751.713197 1e-05 0.12106
6250.0 5794.438928 1e-05 0.152506
6300.0 5837.166808 1e-05 0.111263
6350.0 5879.88845 1e-05 0.0881102
6400.0 5922.586871 1e-05 0.1249
6450.0 5965.291534 1e-05 0.0859664
6500.0 6008.007273 1e-05 0.0640993
6550.0 6050.770432 1e-05 0.0991753
6600.0 6093.49465 1e-05 0.095961
6650.0 6136.214824 1e-05 0.101079
6700.0 6178.934454 1e-05 0.118103
6750.0 6221.670368 1e-05 0.114001
6800.0 6264.385355 1e-05 0.0941859
6850.0 6307.09372 1e-05 0.0731641
6900.0 6349.835967 1e-05 0.0637047
6950.0 6392.555027 1e-05 0.117838
7000.0 6492.33739 1e-05 0.0997109
7050.0 6535.062177 1e-05 0.130788
7100.0 6577.774076 1e-05 0.132371
7150.0 6620.491505 1e-05 0.160633
7200.0 6663.202031 1e-05 0.14301
7250.0 6705.923064 1e-05 0.117066
7300.0 6748.622549 1e-05 0.087464
7350.0 6791.332143 1e-05 0.0796285
7400.0 6834.051337 1e-05 0.105406
7450.0 6876.76246 1e-05 0.0625724
7500.0 6919.480559 1e-05 0.151217
7550.0 6962.201047 1e-06 0.100305
7600.0 7004.93845 1e-06 0.128091
7650.0 7047.653116 1e-06 0.097142
7700.0 7090.381123 1e-06 0.106929
7750.0 7133.113536 1e-06 0.122349
7800.0 7175.838346 1e-06 0.102225
7850.0 7218.560429 1e-06 0.0755216
7900.0 7261.256049 1e-06 0.0874813
7950.0 7303.993523 1e-06 0.14724
8000.0 7403.835415 1e-06 0.0913739
8050.0 7446.560332 1e-06 0.116083
8100.0 7489.2865 1e-06 0.116105
8150.0 7532.014498 1e-06 0.0990037
8200.0 7574.736095 1e-06 0.114142
8250.0 7617.458357 1e-06 0.133561
8300.0 7660.160513 1e-06 0.0833954
8350.0 7702.885366 1e-06 0.109565
8400.0 7745.608349 1e-06 0.0735958
8450.0 7788.335361 1e-06 0.10879
8500.0 7831.051754 1e-06 0.0860303
8550.0 7873.775378 1e-06 0.0781523
8600.0 7916.514781 1e-06 0.112069
8650.0 7959.225827 1e-06 0.0857644
8700.0 8001.95855 1e-06 0.0737766
8750.0 8044.682119 1e-06 0.0805877
8800.0 8087.392394 1e-06 0.108625
8850.0 8130.093956 1e-06 0.101896
8900.0 8172.816043 1e-06 0.0880775
8950.0 8215.53562 1e-06 0.134218
9000.0 8315.207942 1e-06 0.137003
9050.0 8357.936255 1e-06 0.104707
9100.0 8400.656852 1e-06 0.126542
9150.0 8443.370688 1e-06 0.0939968
9200.0 8486.086376 1e-06 0.0983019
9250.0 8528.82699 1e-06 0.119917
9300.0 8571.553481 1e-06 0.0447585
9350.0 8614.25646 1e-06 0.12283
9400.0 8656.991212 1e-06 0.112824
9450.0 8699.71032 1e-06 0.100142
9500.0 8742.419096 1e-06 0.0839514
9550.0 8785.124612 1e-06 0.107846
9600.0 8827.864017 1e-06 0.101298
9650.0 8870.573246 1e-06 0.161212
9700.0 8913.307091 1e-06 0.124141
9750.0 8956.015683 1e-06 0.111946
9800.0 8998.71572 1e-06 0.0614314
9850.0 9041.439523 1e-06 0.118081
9900.0 9084.166875 1e-06 0.0609071
9950.0 9126.900915 1e-06 0.078353
10000.0 9295.757203 1e-06 0.150886
10050.0 9338.493984 1e-07 0.150083
10100.0 9381.20799 1e-07 0.119285
10150.0 9423.946833 1e-07 0.13045
10200.0 9466.665994 1e-07 0.102082
10250.0 9509.389505 1e-07 0.100606
10300.0 9552.117571 1e-07 0.0899611
10350.0 9594.835567 1e-07 0.0791755
10400.0 9637.551687 1e-07 0.122117
10450.0 9680.266234 1e-07 0.124792
10500.0 9722.983358 1e-07 0.0704652
10550.0 9765.707935 1e-07 0.110285
10600.0 9808.461921 1e-07 0.11101
10650.0 9851.194206 1e-07 0.112474
10700.0 9893.939299 1e-07 0.112679
10750.0 9936.65373 1e-07 0.096484
10800.0 9979.387147 1e-07 0.0787812
10850.0 10022.127539 1e-07 0.106958
10900.0 10064.830104 1e-07 0.0915079
10950.0 10107.557071 1e-07 0.0886672
11000.0 10207.504488 1e-07 0.0882996
11050.0 10250.215925 1e-07 0.0822164
11100.0 10292.926772 1e-07 0.10988
11150.0 10335.660283 1e-07 0.100235
11200.0 10378.361457 1e-07 0.140053
11250.0 10421.061927 1e-07 0.1357
11300.0 10463.757298 1e-07 0.100182
11350.0 10506.496192 1e-07 0.135415
11400.0 10549.2089 1e-07 0.133359
11450.0 10591.908522 1e-07 0.126471
11500.0 10634.603539 1e-07 0.0796299
11550.0 10677.32005 1e-07 0.102922
11600.0 10720.034805 1e-07 0.0915432
11650.0 10762.737002 1e-07 0.13078
11700.0 10805.453381 1e-07 0.0960469
11750.0 10848.169972 1e-07 0.10242
11800.0 10890.896557 1e-07 0.100072
11850.0 10933.609614 1e-07 0.0920525
11900.0 10976.326444 1e-07 0.0873251
11950.0 11019.053412 1e-07 0.104228
12000.0 11118.826767 1e-07 0.098796
12050.0 11161.53561 1e-07 0.0875933
12100.0 11204.244483 1e-07 0.152681
12150.0 11246.954391 1e-07 0.0723091
12200.0 11289.675187 1e-07 0.0879252
12250.0 11332.410837 1e-07 0.102932
12300.0 11375.132489 1e-07 0.0945658
12350.0 11417.844615 1e-07 0.0896699
12400.0 11460.576808 1e-07 0.16894
12450.0 11503.287282 1e-07 0.105664
12500.0 11546.010234 1e-07 0.142483
12550.0 11588.72244 1e-08 0.098864
12600.0 11631.444479 1e-08 0.086809
12650.0 11674.163039 1e-08 0.10971
12700.0 11716.858204 1e-08 0.0749242
12750.0 11759.570195 1e-08 0.0750825
12800.0 11802.291632 1e-08 0.0821497
12850.0 11844.987088 1e-08 0.0862886
12900.0 11887.696193 1e-08 0.104284
12950.0 11930.429947 1e-08 0.112357
13000.0 12030.263809 1e-08 0.0839747
13050.0 12072.977921 1e-08 0.0976958
13100.0 12115.691764 1e-08 0.144678
13150.0 12158.412689 1e-08 0.135584
13200.0 12201.133425 1e-08 0.109032
13250.0 12243.83583 1e-08 0.115013
13300.0 12286.525064 1e-08 0.0744605
13350.0 12329.243351 1e-08 0.0779974
13400.0 12371.977626 1e-08 0.161245
13450.0 12414.693754 1e-08 0.0706688
13500.0 12457.396632 1e-08 0.159473
13550.0 12500.101439 1e-08 0.116171
13600.0 12542.806736 1e-08 0.12743
13650.0 12585.53587 1e-08 0.0814232
13700.0 12628.230877 1e-08 0.099291
13750.0 12670.953395 1e-08 0.0981246
13800.0 12713.688423 1e-08 0.163696
13850.0 12756.391351 1e-08 0.093482
13900.0 12799.11372 1e-08 0.112225
13950.0 12841.821095 1e-08 0.0809559
14000.0 12941.410656 1e-08 0.123978
14050.0 12984.120695 1e-08 0.0870348
14100.0 13026.847085 1e-08 0.0669816
14150.0 13069.572096 1e-08 0.0977556
14200.0 13112.310958 1e-08 0.136041
14250.0 13155.040696 1e-08 0.0773402
14300.0 13197.762553 1e-08 0.108323
14350.0 13240.452822 1e-08 0.0909678
14400.0 13283.174445 1e-08 0.104033
14450.0 13325.890013 1e-08 0.107173
14500.0 13368.608558 1e-08 0.100341
14550.0 13411.330519 1e-08 0.110764
14600.0 13454.013371 1e-08 0.122878
14650.0 13496.723508 1e-08 0.0860822
14700.0 13539.419411 1e-08 0.106168
14750.0 13582.151424 1e-08 0.12002
14800.0 13624.860789 1e-08 0.136861
14850.0 13667.572347 1e-08 0.0947188
14900.0 13710.289908 1e-08 0.101619
14950.0 13752.993481 1e-08 0.0922442
15000.0 13921.400641 1e-08 0.103547
15050.0 13964.111553 1e-09 0.110559
15100.0 14006.81528 1e-09 0.0839481
15150.0 14049.534859 1e-09 0.105867
15200.0 14092.247533 1e-09 0.0784411
15250.0 14134.957668 1e-09 0.10911
15300.0 14177.681615 1e-09 0.101183
15350.0 14220.396536 1e-09 0.131293
15400.0 14263.144056 1e-09 0.102746
15450.0 14305.860216 1e-09 0.0746019
15500.0 14348.57466 1e-09 0.126982
15550.0 14391.30506 1e-09 0.0981686
15600.0 14434.013482 1e-09 0.106027
15650.0 14476.766775 1e-09 0.0770294
15700.0 14519.481779 1e-09 0.10192
15750.0 14562.193885 1e-09 0.0906163
15800.0 14604.921037 1e-09 0.108997
15850.0 14647.661153 1e-09 0.126213
15900.0 14690.385535 1e-09 0.134036
15950.0 14733.093165 1e-09 0.0863577
16000.0 14833.111156 1e-09 0.101645
16050.0 14875.827396 1e-09 0.114954
16100.0 14918.550135 1e-09 0.127984
16150.0 14961.252694 1e-09 0.0915764
16200.0 15003.969016 1e-09 0.10193
16250.0 15046.674578 1e-09 0.120608
16300.0 15089.392473 1e-09 0.0832729
16350.0 15132.101376 1e-09 0.109061
16400.0 15174.820457 1e-09 0.0974191
16450.0 15217.552768 1e-09 0.107314
16500.0 15260.267741 1e-09 0.0815161
16550.0 15302.961456 1e-09 0.0959078
16600.0 15345.683628 1e-09 0.122957
16650.0 15388.424511 1e-09 0.126192
16700.0 15431.138469 1e-09 0.100289
16750.0 15473.826129 1e-09 0.158911
16800.0 15516.53766 1e-09 0.112226
16850.0 15559.254313 1e-09 0.0792168
16900.0 15601.96618 1e-09 0.123805
16950.0 15644.677538 1e-09 0.0542053
17000.0 15744.452257 1e-09 0.103365
17050.0 15787.16766 1e-09 0.0986563
17100.0 15829.883111 1e-09 0.0971967
17150.0 15872.569867 1e-09 0.0951097
17200.0 15915.276692 1e-09 0.100467
17250.0 15958.004779 1e-09 0.132087
17300.0 16000.699443 1e-09 0.164814
17350.0 16043.414838 1e-09 0.123873
17400.0 16086.123843 1e-09 0.0828983
17450.0 16128.84821 1e-09 0.0683797
17500.0 16171.547752 1e-09 0.101198
17550.0 16214.280404 1e-10 0.102404
17600.0 16257.012025 1e-10 0.0726743
17650.0 16299.726373 1e-10 0.153709
17700.0 16342.441191 1e-10 0.131275
17750.0 16385.165123 1e-10 0.122223
17800.0 16427.869475 1e-10 0.112952
17850.0 16470.589604 1e-10 0.0971494
17900.0 16513.288484 1e-10 0.102613
17950.0 16555.981973 1e-10 0.122299
18000.0 16655.698326 1e-10 0.0905194
18050.0 16698.41985 1e-10 0.135763
18100.0 16741.154812 1e-10 0.0975584
18150.0 16783.86846 1e-10 0.1336
18200.0 16826.585411 1e-10 0.128047
18250.0 16869.295447 1e-10 0.081602
18300.0 16912.009791 1e-10 0.0672204
18350.0 16954.733593 1e-10 0.089612
18400.0 16997.449549 1e-10 0.0850706
18450.0 17040.174342 1e-10 0.102999
18500.0 17082.885494 1e-10 0.110168
18550.0 17125.617667 1e-10 0.100281
18600.0 17168.338254 1e-10 0.0723201
18650.0 17211.068019 1e-10 0.0792958
18700.0 17253.786703 1e-10 0.0776094
18750.0 17296.51905 1e-10 0.0986051
18800.0 17339.215729 1e-10 0.0888958
18850.0 17381.931499 1e-10 0.115414
18900.0 17424.655803 1e-10 0.133316
18950.0 17467.379668 1e-10 0.134905
19000.0 17566.992909 1e-10 0.103582
19050.0 17609.701878 1e-10 0.118965
19100.0 17652.430686 1e-10 0.0754939
19150.0 17695.15447 1e-10 0.0733865
19200.0 17737.885777 1e-10 0.0912888
19250.0 17780.600498 1e-10 0.0731699
19300.0 17823.323411 1e-10 0.148455
19350.0 17866.038775 1e-10 0.0960831
19400.0 17908.752541 1e-10 0.123947
19450.0 17951.463254 1e-10 0.0889604
19500.0 17994.165839 1e-10 0.096593
19550.0 18036.885286 1e-10 0.126315
19600.0 18079.626158 1e-10 0.0928918
19650.0 18122.337281 1e-10 0.0916573
19700.0 18165.047961 1e-10 0.0947014
19750.0 18207.775955 1e-10 0.156091
19800.0 18250.506498 1e-10 0.108457
19850.0 18293.223019 1e-10 0.130857
19900.0 18335.963681 1e-10 0.0929451
19950.0 18378.677333 1e-10 0.101556
20000.0 18552.703132 1e-10 0.113877
20050.0 18595.397319 1e-11 0.152024
20100.0 18638.120651 1e-11 0.0891817
20150.0 18680.836932 1e-11 0.115475
20200.0 18723.561205 1e-11 0.0753982
20250.0 18766.285432 1e-11 0.117254
20300.0 18808.99155 1e-11 0.109204
20350.0 18851.714396 1e-11 0.0886788
20400.0 18894.437061 1e-11 0.10452
20450.0 18937.151529 1e-11 0.0784239
20500.0 18979.865007 1e-11 0.0905139
20550.0 19022.592135 1e-11 0.0672092
20600.0 19065.321039 1e-11 0.100521
20650.0 19108.054181 1e-11 0.0979183
20700.0 19150.774714 1e-11 0.0857441
20750.0 19193.485626 1e-11 0.11085
20800.0 19236.201464 1e-11 0.151175
20850.0 19278.940974 1e-11 0.0981204
20900.0 19321.671825 1e-11 0.158367
20950.0 19364.406344 1e-11 0.104713
21000.0 19464.134563 1e-11 0.101303
21050.0 19506.844839 1e-11 0.118314
21100.0 19549.569211 1e-11 0.0616354
21150.0 19592.298497 1e-11 0.105879
21200.0 19635.003959 1e-11 0.121214
21250.0 19677.736053 1e-11 0.107744
21300.0 19720.449319 1e-11 0.101603
21350.0 19763.180147 1e-11 0.107391
21400.0 19805.907348 1e-11 0.126014
21450.0 19848.635003 1e-11 0.149563
21500.0 19891.38173 1e-11 0.140947
21550.0 19934.101187 1e-11 0.0938453
21600.0 19976.819567 1e-11 0.0603119
21650.0 20019.551245 1e-11 0.10079
21700.0 20062.261738 1e-11 0.0726194
21750.0 20104.961528 1e-11 0.080383
21800.0 20147.690622 1e-11 0.146975
21850.0 20190.405593 1e-11 0.117564
21900.0 20233.114558 1e-11 0.126033
21950.0 20275.841839 1e-11 0.117472
22000.0 20375.715678 1e-11 0.103993
22050.0 20418.434996 1e-11 0.0909817
22100.0 20461.152737 1e-11 0.117463
22150.0 20503.875388 1e-11 0.0931886
22200.0 20546.600966 1e-11 0.105205
22250.0 20589.345702 1e-11 0.106084
22300.0 20632.057896 1e-11 0.0836897
22350.0 20674.747976 1e-11 0.122
22400.0 20717.492426 1e-11 0.101879
22450.0 20760.228771 1e-11 0.0853546
22500.0 20802.957649 1e-11 0.0855887
22550.0 20845.671786 1e-12 0.0936443
22600.0 20888.370629 1e-12 0.0828329
22650.0 20931.097135 1e-12 0.120808
22700.0 20973.800677 1e-12 0.0920556
22750.0 21016.527327 1e-12 0.091468
22800.0 21059.272285 1e-12 0.0899039
22850.0 21101.988985 1e-12 0.0885931
22900.0 21144.689209 1e-12 0.09223
22950.0 21187.409645 1e-12 0.120879
23000.0 21287.253548 1e-12 0.138524
23050.0 21329.960394 1e-12 0.1344
23100.0 21372.683461 1e-12 0.0946871
23150.0 21415.406883 1e-12 0.100606
23200.0 21458.114249 1e-12 0.124281
23250.0 21500.812001 1e-12 0.106816
23300.0 21543.519635 1e-12 0.0884941
23350.0 21586.223421 1e-12 0.114984
23400.0 21628.914606 1e-12 0.0852416
23450.0 21671.651929 1e-12 0.103058
23500.0 21714.352615 1e-12 0.088845
23550.0 21757.064267 1e-12 0.105645
23600.0 21799.783499 1e-12 0.103051
23650.0 21842.504898 1e-12 0.115327
23700.0 21885.217326 1e-12 0.0892173
23750.0 21927.919124 1e-12 0.0870709
23800.0 21970.624553 1e-12 0.0896823
23850.0 22013.338059 1e-12 0.0926575
23900.0 22056.063816 1e-12 0.132766
23950.0 22098.771951 1e-12 0.0626749
24000.0 22198.551111 1e-12 0.0854091
24050.0 22241.29225 1e-12 0.0866297
24100.0 22284.032569 1e-12 0.112725
24150.0 22326.735452 1e-12 0.0880267
24200.0 22369.46717 1e-12 0.149189
24250.0 22412.202945 1e-12 0.10897
24300.0 22454.927943 1e-12 0.116324
24350.0 22497.646397 1e-12 0.108243
24400.0 22540.381282 1e-12 0.0970862
24450.0 22583.099563 1e-12 0.10243
24500.0 22625.841462 1e-12 0.0812897
24550.0 22668.556873 1e-12 0.0843844
24600.0 22711.28597 1e-12 0.0792924
24650.0 22754.012774 1e-12 0.0903472
24700.0 22796.742231 1e-12 0.0886925
24750.0 22839.457572 1e-12 0.136165
24800.0 22882.16931 1e-12 0.074068
24850.0 22924.909285 1e-12 0.103182
24900.0 22967.627837 1e-12 0.122553
24950.0 23010.358001 1e-12 0.133012
25000.0 23127.48393 1e-12 0.106486
25050.0 23170.217134 1e-13 0.142245
25100.0 23212.947665 1e-13 0.081986
25150.0 23255.650425 1e-13 0.071913
25200.0 23298.348029 1e-13 0.160231
25250.0 23341.057112 1e-13 0.0531966
25300.0 23383.750141 1e-13 0.144165
25350.0 23426.452601 1e-13 0.129059
25400.0 23469.165882 1e-13 0.10822
25450.0 23511.90183 1e-13 0.0987329
25500.0 23554.604646 1e-13 0.0900289
25550.0 23597.298781 1e-13 0.100866
25600.0 23640.025004 1e-13 0.144446
25650.0 23682.729074 1e-13 0.0910817
25700.0 23725.45475 1e-13 0.0910367
25750.0 23768.198783 1e-13 0.08164
25800.0 23810.904194 1e-13 0.120492
25850.0 23853.610786 1e-13 0.0847263
25900.0 23896.333074 1e-13 0.0661246
25950.0 23939.061728 1e-13 0.089081
26000.0 24038.912437 1e-13 0.128785
26050.0 24081.636902 1e-13 0.0926288
26100.0 24124.348194 1e-13 0.0988608
26150.0 24167.071981 1e-13 0.105805
26200.0 24209.807796 1e-13 0.0787427
26250.0 24252.538066 1e-13 0.105952
26300.0 24295.259677 1e-13 0.0804654
26350.0 24337.976749 1e-13 0.114646
26400.0 24380.683985 1e-13 0.132488
26450.0 24423.393627 1e-13 0.077965
26500.0 24466.114796 1e-13 0.121587
26550.0 24508.847153 1e-13 0.128495
26600.0 24551.558553 1e-13 0.121601
26650.0 24594.273433 1e-13 0.106691
26700.0 24636.989685 1e-13 0.112307
26750.0 24679.726949 1e-13 0.11036
26800.0 24722.428917 1e-13 0.0892563
26850.0 24765.133811 1e-13 0.107805
26900.0 24807.854004 1e-13 0.0958725
26950.0 24850.568237 1e-13 0.10754
27000.0 24950.353813 1e-13 0.0906612
27050.0 24993.084119 1e-13 0.0921332
27100.0 25035.790834 1e-13 0.11215
27150.0 25078.507892 1e-13 0.157466
27200.0 25121.22529 1e-13 0.133143
27250.0 25163.949767 1e-13 0.0928757
27300.0 25206.662457 1e-13 0.131929
27350.0 25249.388222 1e-13 0.0952763
27400.0 25292.12287 1e-13 0.10095
27450.0 25334.845302 1e-13 0.0693445
27500.0 25377.569189 1e-13 0.0978049
27550.0 25420.284036 1e-14 0.0853006
27600.0 25463.027684 1e-14 0.0969251
27650.0 25505.746926 1e-14 0.106715
27700.0 25548.46627 1e-14 0.126795
27750.0 25591.201099 1e-14 0.0906694
27800.0 25633.919155 1e-14 0.0925228
27850.0 25676.656576 1e-14 0.0898326
27900.0 25719.36877 1e-14 0.111866
27950.0 25762.09766 1e-14 0.0920745
28000.0 25861.921949 1e-14 0.108194
28050.0 25904.662934 1e-14 0.1123
28100.0 25947.376066 1e-14 0.0801701
28150.0 25990.080288 1e-14 0.0878994
28200.0 26032.808335 1e-14 0.101946
28250.0 26075.528276 1e-14 0.118186
28300.0 26118.250033 1e-14 0.0910871
28350.0 26160.964613 1e-14 0.121506
28400.0 26203.689009 1e-14 0.102578
28450.0 26246.397858 1e-14 0.136713
28500.0 26289.107821 1e-14 0.109202
28550.0 26331.839624 1e-14 0.128372
28600.0 26374.545046 1e-14 0.132389
28650.0 26417.268947 1e-14 0.052496
28700.0 26459.983212 1e-14 0.115396
28750.0 26502.70845 1e-14 0.0815464
28800.0 26545.410656 1e-14 0.105456
28850.0 26588.1225 1e-14 0.0833981
28900.0 26630.839154 1e-14 0.106342
28950.0 26673.549155 1e-14 0.0808326
29000.0 26773.338861 1e-14 0.109947
29050.0 26816.068661 1e-14 0.1193
29100.0 26858.79736 1e-14 0.137453
29150.0 26901.53063 1e-14 0.121836
29200.0 26944.251419 1e-14 0.0904729
29250.0 26986.969692 1e-14 0.0761708
29300.0 27029.687923 1e-14 0.0850181
29350.0 27072.419719 1e-14 0.1228
29400.0 27115.136554 1e-14 0.0672806
29450.0 27157.85647 1e-14 0.125324
29500.0 27200.602944 1e-14 0.146053
29550.0 27243.321733 1e-14 0.104615
29600.0 27286.022548 1e-14 0.107674
29650.0 27328.748999 1e-14 0.0971214
29700.0 27371.46801 1e-14 0.0803796
29750.0 27414.184984 1e-14 0.137971
29800.0 27456.918499 1e-14 0.0817893
29850.0 27499.613699 1e-14 0.139569
29900.0 27542.341517 1e-14 0.0911602
29950.0 27585.048177 1e-14 0.116521
30000.0 27750.446759 1e-14 0.121561
30050.0 27793.15886 1e-15 0.0766256
30100.0 27835.858686 1e-15 0.0666184
30150.0 27878.57175 1e-15 0.115488
30200.0 27921.265137 1e-15 0.0931202
30250.0 27963.976064 1e-15 0.0808887
30300.0 28006.698532 1e-15 0.123998
30350.0 28049.397621 1e-15 0.120603
30400.0 28092.109149 1e-15 0.0853626
30450.0 28134.820375 1e-15 0.0646099
30500.0 28177.539481 1e-15 0.0776699
30550.0 28220.264742 1e-15 0.0835821
30600.0 28262.995076 1e-15 0.0777051
30650.0 28305.740518 1e-15 0.109628
30700.0 28348.462511 1e-15 0.126521
30750.0 28391.170301 1e-15 0.136193
30800.0 28433.889716 1e-15 0.111458
30850.0 28476.59177 1e-15 0.110259
30900.0 28519.307735 1e-15 0.0816858
30950.0 28562.034966 1e-15 0.0701739
31000.0 28661.699337 1e-15 0.11638
31050.0 28704.413564 1e-15 0.0775822
31100.0 28747.130453 1e-15 0.139664
31150.0 28789.842245 1e-15 0.0819265
31200.0 28832.56335 1e-15 0.116873
31250.0 28875.291297 1e-15 0.100375
31300.0 28917.985708 1e-15 0.122028
31350.0 28960.704448 1e-15 0.130459
31400.0 29003.437354 1e-15 0.0681527
31450.0 29046.168959 1e-15 0.0805888
31500.0 29088.903201 1e-15 0.0962685
31550.0 29131.632978 1e-15 0.122405
31600.0 29174.366789 1e-15 0.0897461
31650.0 29217.096948 1e-15 0.100696
31700.0 29259.826834 1e-15 0.113992
31750.0 29302.551297 1e-15 0.0965239
31800.0 29345.270386 1e-15 0.101642
31850.0 29387.99927 1e-15 0.123348
31900.0 29430.722266 1e-15 0.0611554
31950.0 29473.436234 1e-15 0.121921
32000.0 29573.277468 1e-15 0.0943019
32050.0 29616.003209 1e-15 0.138521
32100.0 29658.72617 1e-15 0.108024
32150.0 29701.416634 1e-15 0.0920852
32200.0 29744.135881 1e-15 0.108749
32250.0 29786.848619 1e-15 0.0754663
32300.0 29829.570463 1e-15 0.0866065
32350.0 29872.266708 1e-15 0.0888163
32400.0 29915.004975 1e-15 0.0905976
32450.0 29957.713552 1e-15 0.0987758
32500.0 30000.434903 1e-15 0.108016
32550.0 30043.157041 1e-16 0.092395
32600.0 30085.874406 1e-16 0.111237
32650.0 30128.589764 1e-16 0.1098
32700.0 30171.30299 1e-16 0.137046
32750.0 30214.027849 1e-16 0.106716
32800.0 30256.73799 1e-16 0.0838422
32850.0 30299.449849 1e-16 0.13819
32900.0 30342.153184 1e-16 0.0637514
